Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-07 09:30:00-05:00,232.51499938964844,232.8300018310547,232.08999633789062,232.73779296875,996701,0.0,0.0
2025-02-07 09:31:00-05:00,232.6699981689453,233.91000366210938,232.6199951171875,233.43499755859375,332244,0.0,0.0
2025-02-07 09:32:00-05:00,233.43499755859375,233.52000427246094,232.73159790039062,233.0399932861328,108137,0.0,0.0
2025-02-07 09:33:00-05:00,233.0572967529297,233.298095703125,232.91000366210938,233.21009826660156,98988,0.0,0.0
2025-02-07 09:34:00-05:00,233.2100067138672,233.42999267578125,233.11500549316406,233.4095001220703,144030,0.0,0.0
2025-02-07 09:35:00-05:00,233.42999267578125,233.42999267578125,233.00999450683594,233.2899932861328,81530,0.0,0.0
2025-02-07 09:36:00-05:00,233.25999450683594,233.7899932861328,233.13999938964844,233.58050537109375,109823,0.0,0.0
2025-02-07 09:37:00-05:00,233.6199951171875,233.6999053955078,233.4600067138672,233.55999755859375,91138,0.0,0.0
2025-02-07 09:38:00-05:00,233.55999755859375,233.80999755859375,233.43519592285156,233.68499755859375,87672,0.0,0.0
2025-02-07 09:39:00-05:00,233.69000244140625,234.0,233.6199951171875,233.77000427246094,191429,0.0,0.0
2025-02-07 09:40:00-05:00,233.77000427246094,233.8000030517578,233.3791961669922,233.4199981689453,69899,0.0,0.0
2025-02-07 09:41:00-05:00,233.44000244140625,233.6999969482422,233.44000244140625,233.4654998779297,86890,0.0,0.0
2025-02-07 09:42:00-05:00,233.47999572753906,233.5,233.22999572753906,233.32000732421875,69421,0.0,0.0
2025-02-07 09:43:00-05:00,233.3300018310547,233.4199981689453,233.19500732421875,233.28500366210938,91246,0.0,0.0
2025-02-07 09:44:00-05:00,233.25999450683594,233.27999877929688,233.07000732421875,233.13999938964844,91784,0.0,0.0
2025-02-07 09:45:00-05:00,233.13999938964844,233.38999938964844,233.10499572753906,233.32040405273438,91214,0.0,0.0
2025-02-07 09:46:00-05:00,233.32000732421875,233.6999969482422,233.32000732421875,233.69500732421875,101837,0.0,0.0
2025-02-07 09:47:00-05:00,233.67999267578125,233.6999969482422,233.44000244140625,233.47000122070312,65326,0.0,0.0
2025-02-07 09:48:00-05:00,233.4600067138672,233.47000122070312,233.25,233.41000366210938,59767,0.0,0.0
2025-02-07 09:49:00-05:00,233.41000366210938,233.52999877929688,233.30499267578125,233.35000610351562,72765,0.0,0.0
2025-02-07 09:50:00-05:00,233.34500122070312,233.39999389648438,233.11000061035156,233.1999969482422,72241,0.0,0.0
2025-02-07 09:51:00-05:00,233.18899536132812,233.39999389648438,233.10479736328125,233.31019592285156,59269,0.0,0.0
2025-02-07 09:52:00-05:00,233.3101043701172,233.5,233.25999450683594,233.38999938964844,86436,0.0,0.0
2025-02-07 09:53:00-05:00,233.3612060546875,233.3699951171875,233.12049865722656,233.1300048828125,55012,0.0,0.0
2025-02-07 09:54:00-05:00,233.13999938964844,233.17120361328125,233.0,233.03500366210938,88166,0.0,0.0
2025-02-07 09:55:00-05:00,233.02000427246094,233.10000610351562,232.88009643554688,232.9644012451172,90317,0.0,0.0
2025-02-07 09:56:00-05:00,232.9600067138672,233.10000610351562,232.86000061035156,232.8800048828125,76105,0.0,0.0
2025-02-07 09:57:00-05:00,232.86000061035156,232.8699951171875,232.58999633789062,232.702392578125,104410,0.0,0.0
2025-02-07 09:58:00-05:00,232.6970977783203,232.78500366210938,232.61000061035156,232.7100067138672,86040,0.0,0.0
2025-02-07 09:59:00-05:00,232.6999969482422,232.74000549316406,232.57000732421875,232.69000244140625,91630,0.0,0.0
2025-02-07 10:00:00-05:00,232.6750030517578,232.6750030517578,231.3300018310547,231.72000122070312,378167,0.0,0.0
2025-02-07 10:01:00-05:00,231.7301025390625,231.85000610351562,231.41029357910156,231.67999267578125,113716,0.0,0.0
2025-02-07 10:02:00-05:00,231.6699981689453,231.68499755859375,231.1300048828125,231.4499969482422,115719,0.0,0.0
2025-02-07 10:03:00-05:00,231.4499969482422,231.64999389648438,230.9600067138672,231.25,163450,0.0,0.0
2025-02-07 10:04:00-05:00,231.22000122070312,231.25999450683594,230.72000122070312,231.0749969482422,167040,0.0,0.0
2025-02-07 10:05:00-05:00,231.03500366210938,231.0399932861328,230.82000732421875,231.0399932861328,90420,0.0,0.0
2025-02-07 10:06:00-05:00,231.03500366210938,231.1916046142578,230.8350067138672,230.97999572753906,157416,0.0,0.0
2025-02-07 10:07:00-05:00,230.9600067138672,231.04879760742188,230.6999969482422,230.75999450683594,118176,0.0,0.0
2025-02-07 10:08:00-05:00,230.77999877929688,230.889892578125,230.69500732421875,230.77699279785156,101168,0.0,0.0
2025-02-07 10:09:00-05:00,230.78500366210938,231.13999938964844,230.77000427246094,231.0800018310547,120095,0.0,0.0
2025-02-07 10:10:00-05:00,231.10450744628906,231.3000030517578,230.8000030517578,230.88999938964844,165473,0.0,0.0
2025-02-07 10:11:00-05:00,230.86000061035156,230.97509765625,230.69500732421875,230.77000427246094,151943,0.0,0.0
2025-02-07 10:12:00-05:00,230.8000030517578,230.83999633789062,230.5,230.5800018310547,190871,0.0,0.0
2025-02-07 10:13:00-05:00,230.5850067138672,230.6699981689453,230.3009033203125,230.35000610351562,163002,0.0,0.0
2025-02-07 10:14:00-05:00,230.36000061035156,230.47000122070312,230.27000427246094,230.2899932861328,144269,0.0,0.0
2025-02-07 10:15:00-05:00,230.31500244140625,230.44000244140625,230.22999572753906,230.44000244140625,159502,0.0,0.0
2025-02-07 10:16:00-05:00,230.42999267578125,230.5,230.25999450683594,230.44000244140625,90704,0.0,0.0
2025-02-07 10:17:00-05:00,230.42999267578125,230.42999267578125,230.1199951171875,230.2100067138672,102427,0.0,0.0
2025-02-07 10:18:00-05:00,230.1699981689453,230.2899932861328,229.97000122070312,229.97999572753906,227996,0.0,0.0
2025-02-07 10:19:00-05:00,229.960693359375,230.0850067138672,229.8800048828125,230.0800018310547,169079,0.0,0.0
2025-02-07 10:20:00-05:00,230.0800018310547,230.3843994140625,229.89199829101562,230.0,78827,0.0,0.0
2025-02-07 10:21:00-05:00,230.00999450683594,230.49000549316406,230.0,230.4499969482422,88862,0.0,0.0
2025-02-07 10:22:00-05:00,230.4499969482422,230.69000244140625,230.36500549316406,230.50999450683594,102949,0.0,0.0
2025-02-07 10:23:00-05:00,230.5355987548828,230.66000366210938,230.39999389648438,230.55999755859375,71107,0.0,0.0
2025-02-07 10:24:00-05:00,230.5800018310547,230.8096923828125,230.57009887695312,230.6300048828125,105831,0.0,0.0
2025-02-07 10:25:00-05:00,230.6199951171875,230.64999389648438,230.30999755859375,230.32000732421875,95924,0.0,0.0
2025-02-07 10:26:00-05:00,230.33999633789062,230.55760192871094,230.3300018310547,230.52999877929688,69917,0.0,0.0
2025-02-07 10:27:00-05:00,230.55999755859375,230.93099975585938,230.55999755859375,230.85000610351562,78922,0.0,0.0
2025-02-07 10:28:00-05:00,230.86000061035156,230.91000366210938,230.5449981689453,230.6300048828125,98961,0.0,0.0
2025-02-07 10:29:00-05:00,230.625,230.63999938964844,230.24000549316406,230.38999938964844,81405,0.0,0.0
2025-02-07 10:30:00-05:00,230.33999633789062,230.75250244140625,230.24000549316406,230.66099548339844,90734,0.0,0.0
2025-02-07 10:31:00-05:00,230.69500732421875,230.7736053466797,230.5399932861328,230.55999755859375,47522,0.0,0.0
2025-02-07 10:32:00-05:00,230.58070373535156,230.61500549316406,230.39999389648438,230.43829345703125,53631,0.0,0.0
2025-02-07 10:33:00-05:00,230.45260620117188,230.47000122070312,230.1649932861328,230.3000030517578,60850,0.0,0.0
2025-02-07 10:34:00-05:00,230.30499267578125,230.41000366210938,230.1501007080078,230.27999877929688,64073,0.0,0.0
2025-02-07 10:35:00-05:00,230.27999877929688,230.44720458984375,230.22000122070312,230.44720458984375,98003,0.0,0.0
2025-02-07 10:36:00-05:00,230.4499969482422,230.58999633789062,230.38999938964844,230.51499938964844,49876,0.0,0.0
2025-02-07 10:37:00-05:00,230.52999877929688,230.6300048828125,230.47000122070312,230.5050048828125,66007,0.0,0.0
2025-02-07 10:38:00-05:00,230.52000427246094,230.75999450683594,230.51499938964844,230.63999938964844,80648,0.0,0.0
2025-02-07 10:39:00-05:00,230.64999389648438,230.75,230.36000061035156,230.3699951171875,79082,0.0,0.0
2025-02-07 10:40:00-05:00,230.39500427246094,230.6199951171875,230.3800048828125,230.56500244140625,40363,0.0,0.0
2025-02-07 10:41:00-05:00,230.57000732421875,230.59500122070312,230.48500061035156,230.52499389648438,32848,0.0,0.0
2025-02-07 10:42:00-05:00,230.5850067138672,230.61000061035156,230.4300994873047,230.47000122070312,33488,0.0,0.0
2025-02-07 10:43:00-05:00,230.47000122070312,230.47000122070312,230.3000030517578,230.44009399414062,54538,0.0,0.0
